timestamp,micro_response_time,micro_vus,mono_response_time,mono_vus,hybrid_response_time,hybrid_vus,dist_micro_response_time,dist_micro_vus,dist_mono_response_time,dist_mono_vus,dist_hybrid_response_time,dist_hybrid_vus
2024-12-14 14:31:47,87.724317,46.0,475.166592,46.0,121.162715,46.0,73.329477,46.0,26.455429,46.0,33.156304,46.0
2024-12-14 14:31:48,20.112939,46.0,99.03542,46.0,321.101141,46.0,13.49697,46.0,319.310751,46.0,92.945867,46.0
2024-12-14 14:31:49,13.301922,46.0,77.19747,46.0,77.626137,46.0,17.68624,46.0,73.447161,46.0,47.357427,46.0
2024-12-14 14:31:50,46.197221,47.0,21.526831,47.0,101.162572,47.0,21.574471,47.0,75.500138,47.0,52.215426,47.0
2024-12-14 14:31:51,79.896187,47.0,18.065607,47.0,81.910488,47.0,22.937053,47.0,118.933366,47.0,105.780502,47.0
2024-12-14 14:31:52,74.041139,47.0,14.27403,47.0,25.716863,47.0,352.510212,47.0,168.294489,47.0,63.019612,47.0
2024-12-14 14:31:53,53.207491,48.0,365.802417,48.0,19.032124,48.0,107.577543,48.0,21.033633,48.0,132.35935,48.0
2024-12-14 14:31:54,155.877304,48.0,148.973131,48.0,221.274471,48.0,60.518002,48.0,209.135474,48.0,272.582369,48.0
2024-12-14 14:31:55,14.170895,48.0,37.67342,48.0,117.070849,48.0,417.032302,48.0,25.761348,48.0,50.558985,48.0
2024-12-14 14:31:56,21.543106,49.0,29.566509,49.0,10.455757,49.0,26.517319,49.0,12.714989,49.0,61.318282,49.0
2024-12-14 14:31:57,86.900173,49.0,28.700636,49.0,71.706645,49.0,15.313947,49.0,52.907671,49.0,59.515734,49.0
2024-12-14 14:31:58,21.098288,49.0,14.843145,49.0,89.138892,49.0,54.167625,49.0,25.172976,49.0,43.534804,49.0
2024-12-14 14:31:59,43.251352,50.0,17.109533,50.0,44.789116,50.0,13.926477,50.0,35.500912,50.0,51.410065,50.0
2024-12-14 14:32:00,197.084735,50.0,16.839995,50.0,91.630142,50.0,37.587061,50.0,143.147186,50.0,50.754693,50.0
2024-12-14 14:32:01,99.426756,50.0,17.897974,50.0,354.847173,50.0,51.270201,50.0,40.356557,50.0,119.025384,50.0
2024-12-14 14:32:02,20.500573,51.0,34.782208,51.0,57.312418,51.0,46.400745,51.0,29.935048,51.0,300.342876,51.0
2024-12-14 14:32:03,60.778146,51.0,205.425352,51.0,55.503578,51.0,31.523474,51.0,195.730876,51.0,30.303923,51.0
2024-12-14 14:32:04,26.488988,51.0,23.040361,51.0,86.69294,51.0,78.630895,51.0,21.312953,51.0,19.575536,51.0
2024-12-14 14:32:05,18.574443,52.0,249.947671,52.0,306.639169,52.0,20.597042,52.0,506.836692,52.0,77.37818,52.0
2024-12-14 14:32:06,119.857965,52.0,33.143013,52.0,88.75267,52.0,11.30817,52.0,24.294652,52.0,227.515224,52.0
2024-12-14 14:32:07,179.239323,52.0,86.646345,52.0,13.102574,52.0,225.368219,52.0,202.39444,52.0,75.904591,52.0
2024-12-14 14:32:08,20.352373,53.0,21.128501,53.0,50.140842,53.0,9.43019,53.0,17.388383,53.0,22.145535,53.0
2024-12-14 14:32:09,319.000281,53.0,18.368488,53.0,24.361202,53.0,18.570915,53.0,123.122475,53.0,194.270466,53.0
2024-12-14 14:32:10,19.855117,53.0,14.04571,53.0,113.826132,53.0,111.104822,53.0,37.239292,53.0,91.565821,53.0
2024-12-14 14:32:11,42.178527,54.0,151.229613,54.0,82.709677,54.0,32.734661,54.0,186.304221,54.0,45.38386,54.0
2024-12-14 14:32:12,68.414359,54.0,62.546286,54.0,319.394864,54.0,24.395571,54.0,33.772301,54.0,32.859082,54.0
2024-12-14 14:32:13,16.670254,54.0,94.556545,54.0,48.160494,54.0,29.892728,54.0,253.635522,54.0,157.270205,54.0
2024-12-14 14:32:14,254.408934,55.0,96.799941,55.0,383.56528,55.0,13.763864,55.0,22.348336,55.0,131.462133,55.0
2024-12-14 14:32:15,29.362333,55.0,22.016433,55.0,72.816593,55.0,13.771493,55.0,134.34931,55.0,29.703687,55.0
2024-12-14 14:32:16,14.077431,55.0,105.874172,55.0,166.640018,55.0,21.360578,55.0,269.732961,55.0,161.86153,55.0
2024-12-14 14:32:17,24.097216,56.0,16.023558,56.0,102.690348,56.0,6.376383,56.0,22.0069,56.0,59.614395,56.0
2024-12-14 14:32:18,19.218055,56.0,20.916422,56.0,41.183163,56.0,9.903115,56.0,94.777728,56.0,259.176672,56.0
2024-12-14 14:32:19,13.755051,56.0,87.449068,56.0,257.581212,56.0,40.422972,56.0,68.036429,56.0,210.583865,56.0
2024-12-14 14:32:20,10.738099,57.0,33.521861,57.0,262.124541,57.0,24.584107,57.0,381.569049,57.0,206.565625,57.0
2024-12-14 14:32:21,55.552395,57.0,19.14694,57.0,154.774536,57.0,66.488185,57.0,1407.198881,57.0,507.176646,57.0
2024-12-14 14:32:22,43.838814,57.0,158.153024,57.0,410.26091,57.0,17.299724,57.0,35.0743,57.0,112.878517,57.0
2024-12-14 14:32:23,11.141941,58.0,17.511883,58.0,1361.679539,58.0,33.47501,58.0,84.843481,58.0,228.440531,58.0
2024-12-14 14:32:24,105.911582,58.0,144.186834,58.0,440.727484,58.0,18.966637,58.0,50.858137,58.0,89.218517,58.0
2024-12-14 14:32:25,68.134489,58.0,19.998887,58.0,202.544804,58.0,26.055456,58.0,40.245696,58.0,101.430231,58.0
2024-12-14 14:32:26,130.151046,59.0,33.506019,59.0,538.735821,59.0,13.583233,59.0,273.389934,59.0,22.678492,59.0
2024-12-14 14:32:27,23.510119,59.0,74.33286,59.0,188.694564,59.0,14.015512,59.0,52.242213,59.0,20.411702,59.0
2024-12-14 14:32:28,10.258777,59.0,107.859767,59.0,346.004167,59.0,10.385881,59.0,32.166606,59.0,193.458383,59.0
2024-12-14 14:32:29,49.590363,60.0,43.42961,60.0,329.953635,60.0,48.890388,60.0,16.483983,60.0,39.756813,60.0
2024-12-14 14:32:30,37.78794,60.0,141.969088,60.0,667.82637,60.0,37.478106,60.0,18.673934,60.0,150.904077,60.0
2024-12-14 14:32:31,271.583179,60.0,50.926643,60.0,106.506553,60.0,79.661325,60.0,41.699609,60.0,129.759524,60.0
2024-12-14 14:32:32,510.755555,61.0,28.39395,61.0,59.387074,61.0,348.40098,61.0,18.241112,61.0,43.85475,61.0
2024-12-14 14:32:33,86.012079,61.0,27.486229,61.0,154.693039,61.0,14.981065,61.0,18.729958,61.0,68.023607,61.0
2024-12-14 14:32:34,62.490193,61.0,143.764921,61.0,63.417336,61.0,12.314274,61.0,22.808812,61.0,261.90411,61.0
2024-12-14 14:32:35,143.852443,62.0,80.692403,62.0,120.341395,62.0,12.160267,62.0,356.501805,62.0,206.837262,62.0
2024-12-14 14:32:36,62.246046,62.0,134.602559,62.0,43.134277,62.0,55.023833,62.0,52.938164,62.0,191.776627,62.0
2024-12-14 14:32:37,83.732794,62.0,99.236602,62.0,341.170105,62.0,17.875407,62.0,55.867371,62.0,112.859783,62.0
